1452256829,Book Depository CA,116.45,New,Amazon,82.14,New,False,82.14,109.2462,-0.29,-0.37,-0.4
0134240685,Amazon,260.23,New,FlippingPages,105.93,Used - Good,True,105.93,140.88690000000003,-0.59,-0.63,-0.65
0133810364,ZK Store,121.49,Used - Like New,KLASRUN,184.99,Used - Good,True,184.99,246.03670000000002,0.52,0.37,0.29
1259188124,Second Bind,112.9,New,💲Value_Text📚,67.72,Used - Acceptable,True,67.72,90.0676,-0.4,-0.46,-0.49
0321727517,fakeDict,-99,something wrong happened,Half-Price Hank's Books,67.11,Used - Good,True,67.11,89.25630000000001,-1.68,-1.61,-1.58
1285851153,"Livres Francais, Livres d'ailleurs",911.67,New,FranklinMedia,109.96,Used - Acceptable,True,109.96,146.2468,-0.88,-0.89,-0.9
1319056601,Amazon,100.73,New,Amazon,57.81,New,False,57.81,76.88730000000001,-0.43,-0.48,-0.51
1319013376,Just Bookin' Eh,218.95,Used - Very Good,💲Value_Text📚,167.49,Used - Good,True,167.49,222.76170000000002,-0.24,-0.31,-0.35
0190246863,Second Bind,84.99,Used - Like New,apex_media,83.66,Used - Good,True,83.66,111.26780000000001,-0.02,-0.11,-0.16
0310444349,Amazon,68.33,New,Lower-Christian-Prices,57.61,New,True,57.61,76.6213,-0.16,-0.24,-0.28
0521873428,Book Depository CA,84.23,New,Amazon,78.99,New,False,78.99,105.05669999999999,-0.06,-0.16,-0.2
150637672X,Amazon,136.71,New,Booking-it,89.88,Used - Acceptable,True,89.88,119.5404,-0.34,-0.41,-0.44
0321567919,Amazon,199.53,New,shop2000,98.99,Used - Acceptable,True,98.99,131.6567,-0.5,-0.55,-0.58
0393640132,Amazon,159.95,New,Jo Jo's Collections,121.93,New,True,121.93,162.16690000000003,-0.24,-0.31,-0.35
0073513911,Virtual_Books,198.12,New,Amazon,53.03,Used - Acceptable,True,53.03,70.52990000000001,-0.73,-0.76,-0.77
1305860926,Amazon,189.95,New,Bookadia-,95.98,Used - Very Good,True,95.98,127.65340000000002,-0.49,-0.55,-0.57
1133309585,okanagantextbook,105.44,Used - Good,Printed Matter LLC,45.0,Used - Good,True,45.0,59.85,-0.57,-0.62,-0.64
1555816274,Amazon,166.04,New,FlippingPages,69.49,Used - Good,True,69.49,92.4217,-0.58,-0.62,-0.64
0415821096,Amazon,66.68,New,ayvax,51.75,New,True,51.75,68.8275,-0.22,-0.3,-0.34
1305965728,fakeDict,-99,something wrong happened,TheGoodDepot,118.64,Used - Good,True,118.64,157.7912,-2.2,-2.08,-2.02
0300082495,Book Depository CA,171.12,New,Jwhaddle,99.82,Used - Good,True,99.82,132.7606,-0.42,-0.48,-0.5
1107179866,Amazon,92.46,New,Half-Price Hank's Books,68.97,Used - Very Good,True,68.97,91.73010000000001,-0.25,-0.33,-0.37
0415786509,Amazon,125.31,New,apex_media,77.49,Used - Acceptable,True,77.49,103.0617,-0.38,-0.44,-0.47
0134701526,University of Toronto Bookstore,210.0,New,Amazon,212.98,New,False,212.98,283.2634,0.01,-0.09,-0.14
0877739404,Amazon,146.52,New,RentU,72.55,Used - Acceptable,True,72.55,96.4915,-0.5,-0.55,-0.58
1498728332,momox_Shop,93.58999999999999,Used - Very Good,RentU,54.0,Used - Good,True,54.0,71.82000000000001,-0.42,-0.48,-0.51
0134027094,Amazon,124.99,New,Amazon,85.49,New,False,85.49,113.7017,-0.32,-0.38,-0.42
0130618578,Amazon,185.0,New,bestdealsontheway,99.9,Used - Acceptable,True,99.9,132.86700000000002,-0.46,-0.51,-0.54
0815342144,fakeDict,-99,something wrong happened,Amazon,53.28,New,False,53.28,70.86240000000001,-1.54,-1.48,-1.46
1305959426,BLU-NEKO*CA,343.89,Used - Like New,FlippingPages,81.27,Used - Acceptable,True,81.27,108.0891,-0.76,-0.79,-0.8
0205600565,Book Shelf Canada,65.95,Used - Good,booksandblessings,82.99,Used - Acceptable,True,82.99,110.3767,0.26,0.13,0.07
0134162455,Amazon,259.43,New,Eric's Books & More,64.9,Used - Acceptable,True,64.9,86.31700000000001,-0.75,-0.77,-0.79
1133103758,BooksfromCANADA,149.95,Used - Very Good,Bluechipz,55.45,Used - Good,True,55.45,73.7485,-0.63,-0.67,-0.69
1401212824,Labyrinth Oakville Ontario,78.49,New,FlippingPages,64.79,Used - Good,True,64.79,86.17070000000001,-0.17,-0.26,-0.3
0495601284,Books 4U2N joy,126.66,Used - Very Good,SquirtandSlim,109.99,Used - Good,True,109.99,146.2867,-0.13,-0.22,-0.26
032179477X,2nd Read Books,95.54,Used - Good,Buckeye Buyback,149.61,Used - Acceptable,True,149.61,198.98130000000003,0.57,0.41,0.33
0030968356,Kennys Bookshop & Art Gallery,180.58999999999997,New,FlippingPages,109.98,Used - Good,True,109.98,146.2734,-0.39,-0.45,-0.48
