0190618353,Amazon,198.79,New,Spot Light Media,136.05,Used - Acceptable,True,136.05,180.94650000000001,-0.32,-0.38,-0.42
130595677X,Book Depository CA,76.32,New,FranklinMedia,62.85,Used - Good,True,62.85,83.5905,-0.18,-0.26,-0.3
0321804414,BLU-NEKO*CA,396.11,Used - Like New,LMR Sales,92.87,Used - Good,True,92.87,123.51710000000001,-0.77,-0.79,-0.8
1506358454,Book Depository CA,117.0,New,apex_media,92.4,New,True,92.4,122.89200000000001,-0.21,-0.29,-0.33
160971699X,Amazon,99.97,New,Mometrix Test Preparation,66.84,New,True,66.84,88.89720000000001,-0.33,-0.4,-0.43
1259870227,BLU-NEKO*CA,149.95,Used - Like New,Unleash-Inc,98.32,New,True,98.32,130.7656,-0.34,-0.41,-0.44
3319134663,Amazon,79.91,New,apex_media,61.08,Used - Acceptable,True,61.08,81.2364,-0.24,-0.31,-0.35
0132931281,NicPit,73.96,Used - Good,apex_media,111.98,New,True,111.98,148.9334,0.51,0.36,0.29
1305657861,Amazon,199.95,New,Deal Dreamin',83.89,Used - Very Good,True,83.89,111.5737,-0.58,-0.62,-0.64
0806320761,Amazon,99.62,New,Amazon,75.0,New,False,75.0,99.75,-0.25,-0.32,-0.36
1435469569,fakeDict,-99,something wrong happened,Fifty Nifty Deals,45.95,Used - Good,True,45.95,61.11350000000001,-1.46,-1.42,-1.39
0073532371,Distant_books,177.55,New,NovelBox,57.0,Used - Acceptable,True,57.0,75.81,-0.68,-0.71,-0.73
0132342987,Geeky Beaver Canada,44.82,Used - Good,BlueShoeBoutique,70.0,Used - Good,True,70.0,93.10000000000001,0.56,0.41,0.33
1319008372,Amazon,155.04,New,JRWbooks,48.0,Used - Very Good,True,48.0,63.84,-0.69,-0.72,-0.74
1464187967,Amazon,240.53,New,Perpetual Textbooks,164.42,Used - Good,True,164.42,218.6786,-0.32,-0.38,-0.42
0137152043,Amazon,120.29,New,Amazon,78.98,New,False,78.98,105.0434,-0.34,-0.41,-0.44
1284152456,Book Depository CA,104.97,New,Half-Price Hank's Books,69.77,Used - Very Good,True,69.77,92.7941,-0.34,-0.4,-0.44
1506308104,Book Depository CA,96.67,New,Collectiblecounty,35.99,Used - Very Good,True,35.99,47.86670000000001,-0.63,-0.66,-0.68
1259823997,Amazon,349.95,New,Wholesale Textbooks Direct,105.65,Used - Good,True,105.65,140.51450000000003,-0.7,-0.73,-0.74
1119340578,Amazon,180.95,New,Green Book Savers,164.97,Used - Good,True,164.97,219.4101,-0.09,-0.18,-0.23
0878936025,Amazon,199.7,New,PRO_Everything,139.99,Used - Like New,True,139.99,186.18670000000003,-0.3,-0.37,-0.4
0321814630,Amazon,226.73,New,RockCityBooks,116.98,Used - Acceptable,True,116.98,155.5834,-0.48,-0.54,-0.56
0199754039,Amazon,82.95,New,Amazon,80.44,New,False,80.44,106.9852,-0.03,-0.13,-0.18
