0,1683834372,both
1,0528021133,both
2,1628253827,both
3,0714876909,both
4,1119110661,both
5,0310437571,both
6,0393292495,both
7,1496351290,both
8,0134093410,both
9,149250162X,both
10,1975136411,both
11,0692196382,both
12,154760218X,both
13,1634022351,both
14,019064625X,both
15,032119991X,both
16,0134414233,both
17,0134462459,both
18,1408856786,both
19,0310452856,both
20,0310916410,both
21,133816368X,both
22,1506248446,both
23,0310421314,both
24,1107189632,both
25,0310434807,both
26,1414307225,both
27,1422184056,both
28,1482253445,both
29,1506236227,both
30,1418542296,both
31,0718024133,both
32,0310452848,both
33,1119304148,both
34,0134014545,both
35,0323554288,both
36,4874244475,both
37,1285741552,both
38,1259277720,both
39,0134580990,both
40,1305950445,both
41,1626886075,both
42,0980232775,both
43,1414391978,both
44,1633696219,both
45,0134583302,both
46,089869244X,both
47,1305861868,both
48,0073383090,both
49,0815344325,both
50,0826134742,both
51,0134112830,both
52,1401207138,both
53,1439840954,both
54,0521833787,both
55,1319057446,both
56,013454353X,both
57,1617952796,both
58,0310452775,both
59,0891896600,both
60,1433544040,both
61,0134775651,both
62,1483344371,both
63,0071390111,both
64,1591265304,both
65,159126443X,both
66,1479391271,both
67,0190276096,both
68,1259706613,both
69,1401897258,both
70,1586179721,both
71,1111578702,both
72,0781445418,both
73,1305498208,both
74,1305104943,both
75,928324494X,both
76,1418542253,both
77,013480208X,both
78,1626886059,both
79,1319071236,both
80,031043758X,both
81,0134605187,both
82,1684470560,both
83,0134060490,both
84,0393655776,both
85,1591265177,both
86,1401243142,both
87,1535963433,both
88,1462513263,both
89,1319056644,both
90,013432076X,both
91,032198238X,both
92,1526600420,both
93,1337109657,both
94,1612785093,both
95,019527301X,both
96,0814252702,both
97,0134605195,both
98,1305080483,both
99,0133826600,both
100,1579478883,both
101,0073523933,both
102,0130921955,both
103,1893858839,both
104,019060865X,both
105,0134396022,both
106,0134080416,both
107,1305071751,both
108,1305397487,both
109,0321909100,both
110,0887073298,both
111,0134045440,both
112,0962644455,both
113,1609832906,both
114,1591264499,both
115,1558291180,both
116,1938939883,both
117,0134074254,both
118,0134073541,both
119,1605353809,both
120,0989690601,both
121,1721851550,both
122,1305503074,both
123,1337109665,both
124,1305646525,both
125,032197137X,both
126,0785220852,both
127,1936221861,both
128,0073534498,both
129,1305576519,both
130,1591943094,both
131,1506235484,both
132,0134685776,both
133,0134874374,both
134,0801026938,both
135,1462774059,both
136,0310450756,both
137,145221686X,both
138,1433648083,both
139,0914098918,both
140,1305076516,both
141,0134395328,both
142,1614285918,both
143,0983141169,both
144,0134302389,both
145,1506347207,both
146,1591432014,both
147,1471174824,both
148,0190905387,both
149,1455738115,both
150,1450477674,both
151,013429601X,both
152,1337565695,both
153,1640781692,both
154,1260085511,both
155,1496324811,both
156,0899579167,both
157,0134893751,both
158,0870610635,both
159,0521876222,both
160,1319056636,both
161,1412981816,both
162,0803658486,both
163,1305503104,left_only
164,189276525X,left_only
165,1565631625,left_only
166,1890659797,left_only
167,0134015185,left_only
168,0226039331,left_only
169,1259755339,left_only
170,0310452783,left_only
171,013465658X,left_only
172,0134477200,left_only
173,1305397479,left_only
174,1319056261,left_only
175,1492570591,left_only
176,078520041X,left_only
177,0205214606,left_only
178,0134806352,left_only
179,9004193189,left_only
180,0393655806,left_only
181,1337613312,left_only
182,0813349109,left_only
183,0134656571,left_only
184,0815345054,left_only
185,0134178947,left_only
186,0718086864,left_only
187,0310437407,left_only
188,0310325897,left_only
189,0691118809,left_only
190,1609186494,left_only
191,1259913864,left_only
192,0323299563,left_only
193,0131465325,left_only
194,0921145322,left_only
195,1118583191,left_only
196,0134421353,left_only
197,1305270339,left_only
198,1259544877,left_only
199,019069081X,left_only
200,1401259103,left_only
201,1107608074,left_only
202,1462513921,left_only
203,1878348337,left_only
204,1617159883,left_only
205,1319013384,left_only
206,1107034736,left_only
207,0804788049,left_only
208,013404228X,left_only
209,0393664945,left_only
210,1108498027,left_only
211,1565638034,left_only
212,0321989171,left_only
213,0534243126,left_only
214,1401284388,left_only
215,188652923X,left_only
216,1457683032,left_only
217,0321976444,left_only
218,0800626834,left_only
219,0785222405,left_only
220,1720694621,left_only
221,1464126119,left_only
222,1133611095,left_only
223,1421407949,left_only
224,1285740629,left_only
225,0393614050,left_only
226,1483374084,left_only
227,1319050964,left_only
228,0134394690,left_only
229,1319030513,left_only
230,1412978378,left_only
231,1412972124,left_only
232,0323402313,left_only
233,1437706967,left_only
234,1630913642,left_only
235,0964837781,left_only
236,1610722434,left_only
237,1846239508,left_only
238,9283224345,left_only
239,1401294200,left_only
240,1305271556,left_only
241,1337392685,left_only
242,0393655555,left_only
243,1415871957,left_only
244,0393614034,left_only
245,1481442961,left_only
246,1975107950,left_only
247,1138186872,left_only
248,1442236841,left_only
249,1617316202,left_only
250,1506342566,left_only
251,0357022688,left_only
252,0357020847,left_only
253,0134894987,left_only
254,1305652959,left_only
255,1319056725,left_only
256,1285449428,left_only
257,1470434938,left_only
258,133756415X,left_only
259,1496344499,left_only
260,1284036014,left_only
261,0205214827,left_only
262,0199557608,left_only
263,0809106132,left_only
264,1881133206,left_only
265,0134293258,left_only
266,0134027264,left_only
267,0134204883,left_only
268,0945856644,left_only
269,0321926528,left_only
270,131905627X,left_only
271,1506307345,left_only
272,1610725069,left_only
273,0124058884,left_only
274,1428357823,left_only
275,1441999817,left_only
276,1118542967,left_only
277,1119215587,left_only
278,013429081X,left_only
279,0134806360,left_only
280,0415872030,left_only
281,0062663771,left_only
282,0132040344,left_only
283,0815353510,left_only
284,0134893662,left_only
285,1590309359,left_only
286,928322440X,left_only
287,1401269028,left_only
