ASIN,Seller_canada,priceTotal_canada,Condition_canada,Seller_usa,priceTotal_usa,Condition_usa,is_FBA_usa,lowestPriceFloorusa,US_ConvertedPriceTo_CAD,ProfitFactor,PF_10pctBelow,PF_15pctBelow
847826694,Amazon,123.97,New,Amazon,73.79,Used - Good,False,73.79,98.1407,-0.4,-0.46,-0.49
847826694,Amazon,123.97,New,Amazon,73.79,Used - Good,False,73.79,98.1407,-0.4,-0.46,-0.49
